name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Chevrolet Aveo U-VA 1.2 LS,2009.0,150000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1150.0,74.9
Hyundai i10 Magna,2013.0,295000.0,34579.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Skoda Yeti Ambition 4WD,2012.0,700000.0,105246.0,Diesel,Dealer,Manual,First Owner,5,1968.0,138.08
Mahindra XUV500 W8 AWD,2012.0,600000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Hyundai Creta 1.4 CRDi S Plus,2018.0,1100000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Nissan Sunny XL,2017.0,595000.0,12000.0,Petrol,Dealer,Manual,First Owner,5,1498.0,97.7
Nissan Micra Diesel XV,2012.0,350000.0,95000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,63.1
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2014.0,750000.0,98000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,102.0
Mahindra XUV500 W8 4WD,2012.0,900000.0,100000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Isuzu D-Max V-Cross High,2018.0,1200000.0,120000.0,Diesel,Individual,Manual,First Owner,5,2499.0,134.0
Maruti Swift LDI,2012.0,300000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Hyundai i20 Asta 1.4 CRDi (Diesel),2010.0,215000.0,78000.0,Diesel,Individual,Manual,First Owner,5,1396.0,90.0
Honda Amaze VX i-DTEC,2018.0,675000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Tata Sumo CX,2012.0,240000.0,220000.0,Diesel,Individual,Manual,First Owner,7,2956.0,83.8
BMW X5 3.0d,2012.0,2150000.0,95000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,235.0
Chevrolet Spark 1.0 LS,2010.0,99000.0,35000.0,Petrol,Individual,Manual,First Owner,5,995.0,62.0
Maruti Swift VXI,2018.0,610000.0,7000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Hyundai i20 1.4 Asta Option,2019.0,940000.0,15500.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Maruti Alto 800 LXI,2014.0,185000.0,56641.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Maruti Swift Dzire VDi,2010.0,325000.0,87000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Maruti Ritz VDi,2011.0,215000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.9
Maruti Swift Dzire ZXI 1.2,2017.0,625000.0,15659.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Tata Safari 2005-2017 EX 4x2,2014.0,675000.0,56000.0,Petrol,Dealer,Manual,First Owner,7,2092.0,127.0
Toyota Innova 2.5 E Diesel PS 7-Seater,2011.0,550000.0,70000.0,Diesel,Individual,Manual,First Owner,7,2494.0,102.0
Hyundai i10 Era 1.1 iTech SE,2010.0,275000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Maruti Alto 800 Std Optional,2018.0,254999.99999999997,25000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Maruti Esteem Vxi,2007.0,66000.0,45000.0,Petrol,Individual,Manual,First Owner,5,1298.0,
Hyundai Creta 1.6 SX Automatic Diesel,2017.0,1155000.0,34500.0,Diesel,Individual,Automatic,First Owner,5,1582.0,126.2
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2016.0,625000.0,48000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Maruti Swift Dzire Tour S CNG,2017.0,500000.0,130000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,85.8
Maruti Alto 800 VXI,2017.0,295000.0,35000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Maruti Wagon R VXI,2013.0,299000.0,16000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Tata Manza Aura Quadrajet,2010.0,190000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,90.0
Tata Tiago 1.2 Revotron XT,2018.0,440000.00000000006,20000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Chevrolet Beat Diesel LS,2013.0,300000.0,79000.0,Diesel,Dealer,Manual,First Owner,5,936.0,57.6
Maruti Alto LX,2006.0,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,5,796.0,46.3
Honda City i DTec SV,2017.0,650000.0,47000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,98.6
Toyota Corolla Altis 1.8 VL AT,2014.0,899000.0,110000.0,Petrol,Dealer,Automatic,First Owner,5,1794.0,138.1
Hyundai Verna 1.6 EX VTVT,2013.0,370000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Maruti Wagon R VXI,2015.0,360000.0,41586.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018.0,925000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Tata Indica GLS BS IV,2007.0,95000.0,71000.0,Petrol,Individual,Manual,First Owner,5,1193.0,65.3
Jaguar XF 2.0 Diesel Pure,2017.0,3500000.0,7600.0,Diesel,Dealer,Automatic,First Owner,5,1999.0,177.0
Lexus ES 300h,2018.0,3990000.0,28000.0,Petrol,Dealer,Automatic,First Owner,5,2487.0,214.56
Mahindra TUV 300 T8,2017.0,750000.0,30000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0
Hyundai i10 Magna 1.2 iTech SE,2010.0,300000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Ford Figo 1.2P Titanium MT,2016.0,575000.0,49392.0,Petrol,Dealer,Manual,First Owner,5,1196.0,86.8
Hyundai i10 Magna LPG,2012.0,350000.0,30000.0,LPG,Individual,Manual,First Owner,5,1086.0,68.05
Maruti Celerio ZXI AT,2016.0,470000.0,62000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.04
Mahindra XUV500 W8 2WD,2015.0,1235000.0,89000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Honda City V MT,2020.0,1000000.0,2000.0,Petrol,Dealer,Manual,First Owner,5,1498.0,119.35
Maruti Celerio ZXI Optional AMT BSIV,2019.0,530000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.04
Ford Figo Diesel LXI,2015.0,300000.0,140000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.05
Jaguar XF 2.2 Litre Luxury,2015.0,2400000.0,52353.0,Diesel,Individual,Automatic,First Owner,5,2179.0,187.7
Mahindra Scorpio VLX 2WD BSIII,2008.0,290000.0,120000.0,Diesel,Individual,Manual,Second Owner,8,2179.0,120.0
Honda City 1.5 E MT,2008.0,175000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1497.0,118.0
Tata Safari DICOR 2.2 EX 4x2,2011.0,320000.0,80000.0,Diesel,Individual,Manual,First Owner,7,2179.0,138.03
Mahindra Ssangyong Rexton RX6,2014.0,850000.0,165000.0,Diesel,Dealer,Manual,First Owner,7,2696.0,162.0
BMW X1 sDrive 20d M Sport,2015.0,1750000.0,25000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0
Honda WR-V i-DTEC VX,2018.0,800000.0,20637.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Maruti Celerio ZXI AMT BSIV,2018.0,450000.0,100000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.04
Chevrolet Spark 1.0 LS,2011.0,150000.0,80000.0,Petrol,Individual,Manual,First Owner,5,995.0,62.0
Toyota Prius Z6,2012.0,1250000.0,80000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,97.8
Nissan Sunny Diesel XV,2015.0,545000.0,34766.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8
Maruti Ciaz Delta 1.5,2020.0,900000.0,5000.0,Diesel,Individual,Manual,First Owner,5,1498.0,93.87
Hyundai Xcent 1.1 CRDi S,2014.0,375000.0,62000.0,Diesel,Dealer,Manual,First Owner,5,1120.0,71.0
Renault Lodgy 85PS RxE 7 Seater,2015.0,415000.0,120000.0,Diesel,Individual,Manual,Second Owner,7,1461.0,83.8
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013.0,645000.0,81000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.6
Maruti Ciaz VDi Plus SHVS,2015.0,550000.0,50000.0,Diesel,Dealer,Manual,Second Owner,5,1248.0,88.5
Maruti Alto 800 CNG LXI,2012.0,175000.0,65000.0,CNG,Dealer,Manual,First Owner,5,796.0,47.3
Hyundai i10 Magna 1.2,2009.0,229999.99999999997,59740.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Mahindra XUV500 W9 AT BSIV,2018.0,1605000.0,27300.0,Diesel,Individual,Automatic,First Owner,7,2179.0,152.87
Honda City Corporate Edition,2013.0,465000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1497.0,116.3
Hyundai i10 Era,2011.0,225000.0,75000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05
Mahindra XUV500 W8 AWD,2013.0,750000.0,95000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Mercedes-Benz C-Class C 220 CDI Sport Edition,2012.0,1450000.0,77000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,167.62
Hyundai Grand i10 Magna,2014.0,396000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2012.0,1689999.9999999998,186900.0,Diesel,Dealer,Automatic,First Owner,7,2987.0,254.8
Maruti Alto K10 2010-2014 VXI,2011.0,270000.0,120000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Tata Nano LX,2012.0,95000.0,14000.0,Petrol,Dealer,Manual,First Owner,4,624.0,37.48
Maruti Wagon R VXI Plus,2018.0,500000.0,8973.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Skoda Rapid 1.6 MPI Elegance,2018.0,775000.0,17000.0,Petrol,Dealer,Manual,First Owner,5,1598.0,103.5
Datsun GO Plus Anniversary Edition,2018.0,475000.0,40000.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.0
Toyota Etios Liva GD SP,2014.0,500000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.06
Maruti Celerio VXI AT Optional,2016.0,470000.0,60000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.04
Hyundai Grand i10 CRDi Sportz,2015.0,325000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1120.0,70.0
Audi Q3 2.0 TDI,2014.0,1600000.0,70000.0,Diesel,Individual,Automatic,First Owner,5,1968.0,174.33
Volkswagen Polo Petrol Highline 1.2L,2011.0,375000.0,65894.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.9
Hyundai Verna Anniversary Edition Petrol AT,2018.0,1200000.0,12000.0,Petrol,Dealer,Automatic,First Owner,5,1591.0,121.3
Hyundai Grand i10 1.2 Kappa Asta,2018.0,685000.0,8468.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Maruti Swift Dzire LXI Option,2016.0,450000.0,57200.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14
Maruti Alto 800 LX,2016.0,240000.0,29000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Ford Figo 1.5D Trend MT,2018.0,650000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Hyundai Verna 1.4 CX,2013.0,300000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,657000.0,18677.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,475000.0,62728.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Hyundai Verna 1.6 SX CRDI (O) AT,2017.0,880000.0000000001,50000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.32
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,475000.0,49217.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Honda City 1.5 V AT,2010.0,310000.0,54000.0,Petrol,Individual,Automatic,First Owner,5,1497.0,118.0
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,2013.0,675000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.59
Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,700000.0,300000.0,Diesel,Individual,Manual,Second Owner,7,2494.0,100.6
Audi A4 35 TDI Premium Plus,2016.0,2400000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,187.74
Mahindra XUV500 W8 2WD,2012.0,500000.0,138489.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Maruti Ciaz Sigma BSIV,2018.0,710000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1462.0,103.25
Mahindra Thar CRDe AC,2018.0,835000.0,22000.0,Diesel,Dealer,Manual,First Owner,6,2498.0,105.0
Hyundai Creta 1.6 CRDi SX Option,2017.0,869999.9999999999,40000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2
Ford Figo Petrol EXI Option,2012.0,220000.00000000003,23207.0,Petrol,Dealer,Manual,First Owner,5,1196.0,70.0
Mercedes-Benz CLA 200 CGI Sport,2018.0,2950000.0,8000.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,183.0
Mahindra KUV 100 mFALCON D75 K4,2016.0,350000.0,70000.0,Diesel,Individual,Manual,First Owner,6,1198.0,77.0
Hyundai i10 Asta Sunroof AT,2011.0,385000.0,45000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,80.0
Hyundai Xcent 1.1 CRDi SX,2014.0,341000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1120.0,71.0
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2017.0,3150000.0,15000.0,Diesel,Individual,Automatic,First Owner,7,2755.0,174.5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2013.0,550000.0,130000.0,Diesel,Individual,Manual,First Owner,8,2179.0,120.0
Tata Indigo CS LX (TDI) BS-III,2013.0,200000.0,120000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,69.01
Hyundai i10 Magna,2013.0,395000.0,92000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Volkswagen Vento Petrol Comfortline,2012.0,325000.0,33500.0,Petrol,Dealer,Manual,First Owner,5,1598.0,103.6
Ford Ecosport 1.5 DV5 MT Trend,2013.0,585000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Tata Manza Aqua Safire,2011.0,250000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1368.0,90.0
Maruti Baleno Zeta 1.3,2018.0,760000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Hyundai Verna 1.6 SX CRDi (O),2011.0,400000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.32
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014.0,1019999.0,60000.0,Diesel,Individual,Manual,Second Owner,7,2494.0,100.6
Honda City 1.5 V AT,2010.0,331000.0,72000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,118.0
Maruti Celerio X ZXI Option BSIV,2018.0,585000.0,20000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.0
Maruti Vitara Brezza ZDi AMT,2019.0,1100000.0,23995.0,Diesel,Dealer,Automatic,First Owner,5,1248.0,88.5
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2010.0,440000.00000000006,44000.0,Diesel,Individual,Manual,First Owner,7,2179.0,120.0
Nissan Micra Active XV,2018.0,565000.0,17000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,67.04
Renault Triber RXZ,2020.0,770000.0,4500.0,Petrol,Individual,Manual,First Owner,7,999.0,71.0
Honda Amaze S i-Vtech,2013.0,350000.0,28000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7
Renault KWID 1.0 RXT Optional,2017.0,420000.0,36628.0,Petrol,Dealer,Manual,First Owner,5,999.0,67.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018.0,800000.0,185000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Hyundai Grand i10 Magna,2016.0,470000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0
Toyota Innova 2.5 V Diesel 8-seater,2006.0,370000.0,305000.0,Diesel,Individual,Manual,Fourth & Above Owner,8,2494.0,102.0
Hyundai EON Magna Plus,2014.0,250000.0,10000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Fiat Palio 1.2,2002.0,75000.0,97000.0,Petrol,Individual,Manual,First Owner,5,1242.0,
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,2017.0,1850000.0,62000.0,Diesel,Individual,Manual,First Owner,7,2393.0,147.8
Mahindra TUV 300 T6 Plus,2016.0,565000.0,75000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Hyundai i20 Active 1.2 S,2017.0,550000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Maruti Swift VXI,2012.0,320000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Honda City ZX CVT,2017.0,969999.9999999999,49000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.6
Ford Endeavour 2.5L 4X2 MT,2012.0,1000000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2499.0,141.0
Chevrolet Beat LT,2015.0,265000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,76.8
Maruti S-Presso VXI AT,2019.0,475000.0,5000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0
Datsun RediGO 1.0 T Option,2017.0,260000.0,40000.0,Petrol,Individual,Manual,First Owner,5,999.0,67.0
Toyota Etios Liva GD,2016.0,466000.0,66000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,67.06
Hyundai Grand i10 Nios Asta,2020.0,800000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Ford Ecosport 1.5 Ti VCT MT Titanium,2015.0,555000.0,20000.0,Petrol,Individual,Manual,Second Owner,5,1499.0,110.0
Maruti Alto LX BSIII,2010.0,180000.0,100000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Mahindra Quanto C8,2014.0,445000.0,88000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Renault KWID RXT,2015.0,210000.0,210000.0,Petrol,Individual,Manual,Second Owner,5,799.0,53.3
Ford Figo 1.2P Titanium MT,2019.0,675000.0,2789.0,Petrol,Dealer,Manual,First Owner,5,1196.0,86.8
Datsun RediGO T,2017.0,245000.00000000003,37001.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.64
Maruti Baleno Delta 1.2,2016.0,610000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.1
Tata Safari Storme VX 4WD Varicor 400,2016.0,750000.0,100000.0,Diesel,Individual,Manual,First Owner,7,2179.0,153.86
Ford Ecosport 2015-2021 Thunder Edition Diesel BSIV,2017.0,815000.0,40600.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96
Maruti Alto K10 VXI,2015.0,290000.0,42000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Maruti Alto K10 VXI,2016.0,280000.0,35000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Renault KWID RXT Optional,2018.0,335000.0,33124.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.3
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2019.0,975000.0,5500.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96
Honda Amaze SX i-DTEC,2016.0,550000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Maruti Vitara Brezza ZDi Plus Dual Tone,2018.0,950000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Hyundai i20 Magna 1.4 CRDi,2015.0,500000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Hyundai EON Era Plus,2018.0,285000.0,35831.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Tata Tiago 1.2 Revotron XT,2019.0,490000.00000000006,35000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Ford Figo Aspire 1.5 TDCi Titanium,2018.0,793000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Mahindra Jeep MM 540,2001.0,225000.0,1000.0,Diesel,Individual,Manual,First Owner,6,2112.0,
Fiat Punto EVO 1.2 Dynamic,2017.0,450000.0,15000.0,Petrol,Dealer,Manual,First Owner,5,1172.0,67.1
Mahindra Quanto C6,2013.0,215000.0,90000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0
Maruti Swift AMT ZDI,2018.0,650000.0,60000.0,Diesel,Individual,Automatic,First Owner,5,1248.0,74.0
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,2017.0,785000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96
Renault Duster SANDSTORM RXS 85 PS,2018.0,900000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1461.0,83.8
Maruti Wagon R AMT VXI,2018.0,420000.0,35000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0
Mahindra XUV500 W7,2020.0,1475000.0,2200.0,Diesel,Individual,Manual,First Owner,7,2179.0,152.87
Hyundai i10 Sportz 1.1L,2016.0,325000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Renault Duster Petrol RXS CVT,2017.0,900000.0,40000.0,Petrol,Individual,Automatic,First Owner,5,1498.0,104.5
Maruti Ciaz ZDi SHVS,2015.0,735000.0,77000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Maruti Wagon R LXI CNG,2011.0,280000.0,90000.0,CNG,Individual,Manual,First Owner,5,998.0,58.2
Tata Sumo CX,2012.0,250999.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,7,2956.0,83.8
Maruti Alto K10 2010-2014 VXI,2010.0,160000.0,100000.0,Petrol,Individual,Manual,Third Owner,5,998.0,67.1
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,450000.0,89005.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Maruti Alto K10 2010-2014 VXI,2014.0,210000.0,70000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Tata Indigo eCS GLX,2010.0,290000.0,65000.0,Petrol,Individual,Manual,First Owner,5,1193.0,64.1
Maruti Wagon R LXI,2009.0,220000.00000000003,82149.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Maruti Omni 5 Str STD,1999.0,70000.0,30000.0,Petrol,Individual,Manual,First Owner,5,796.0,35.0
Volkswagen CrossPolo 1.2 TDI,2014.0,500000.0,58000.0,Diesel,Dealer,Manual,First Owner,5,1199.0,74.0
Chevrolet Aveo 1.4,2007.0,260000.0,79000.0,Petrol,Dealer,Manual,First Owner,5,1399.0,92.7
Maruti 800 AC,2003.0,70000.0,80000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0
Maruti Wagon R VXI Opt,2016.0,450000.0,24000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Hyundai Creta 1.6 E Plus,2018.0,994999.9999999999,10000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Maruti Alto 800 LXI,2017.0,280000.0,35000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Hyundai i20 Asta Option CVT,2018.0,750000.0,10000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86
Maruti Alto 800 LXI Optional,2017.0,330000.0,33000.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
BMW 3 Series 320d Luxury Line Plus,2017.0,2600000.0,44000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,190.0
Maruti Swift VXI,2011.0,350000.0,32000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Volkswagen Polo Petrol Comfortline 1.2L,2011.0,450000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1198.0,73.9
Toyota Innova 2.5 V Diesel 8-seater,2011.0,650000.0,89000.0,Diesel,Individual,Manual,First Owner,8,2494.0,102.0
Land Rover Freelander 2 HSE,2014.0,1800000.0,85000.0,Diesel,Individual,Automatic,First Owner,5,2179.0,187.74
Maruti Swift Dzire VXI,2016.0,500000.0,27500.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.14
Maruti Swift Vdi BSIII,2011.0,330000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,75.0
Chevrolet Beat Diesel,2013.0,175000.0,56315.0,Diesel,Individual,Manual,First Owner,5,936.0,57.6
Maruti Alto 800 LXI,2016.0,240000.0,50000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,2016.0,1380000.0,40000.0,Diesel,Individual,Manual,First Owner,8,2393.0,147.8
Maruti Eeco 5 Seater AC BSIV,2020.0,415000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1196.0,73.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,525000.0,217000.0,Diesel,Individual,Manual,Fourth & Above Owner,8,2494.0,102.0
Hyundai EON D Lite Plus,2013.0,220000.00000000003,60000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Renault Duster 110PS Diesel RxL,2015.0,690000.0,93292.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.45
Volkswagen Vento 1.2 TSI Highline AT,2013.0,475000.0,51500.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.2
Toyota Fortuner 4x4 MT,2014.0,1500000.0,77000.0,Diesel,Dealer,Manual,First Owner,7,2982.0,168.5
Hyundai i20 1.2 Asta,2017.0,650000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Hyundai Santro Xing GL,2011.0,290000.0,58000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.0
Skoda Rapid 1.5 TDI AT Style BSIV,2018.0,1044999.9999999999,62600.0,Diesel,Dealer,Automatic,First Owner,5,1498.0,108.6
Mahindra Bolero SLX,2011.0,450000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0
Tata Tiago NRG Petrol,2018.0,525000.0,7000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,83.81
Hyundai i20 1.2 Magna,2011.0,300000.0,65000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Porsche Boxster S,2019.0,8100000.0,5000.0,Petrol,Dealer,Manual,First Owner,2,3436.0,315.0
Maruti Omni E MPI STD BS IV,2010.0,229999.99999999997,50000.0,Petrol,Individual,Manual,First Owner,8,796.0,34.2
Mahindra Bolero 2011-2019 DI - AC BS III,2013.0,499000.0,80000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0
Hyundai Xcent 1.2 Kappa S Option,2014.0,525000.0,54000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Hyundai i20 1.2 Magna,2011.0,320000.0,80000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Maruti Alto 800 LXI,2013.0,280000.0,50000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Maruti Alto 800 LXI,2014.0,200000.0,43381.0,Petrol,Dealer,Manual,Second Owner,5,796.0,47.3
Hyundai i20 1.4 Asta,2019.0,894999.9999999999,3500.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
